D.O. 2 ;18 - TPO2;D.O. 3 ;D.O. 4 ;D.O. 5 ;D.O. 6 ;D.O. 7 ;D.O. 8 ;19 - TPVA;D.O. 9 ;37 - Densidade ÃÂ³tica;D.O. 10 ;32 - Retirada de aluminio;D.O. 11 ;74 - AdesÃÂ£o ao metal, 160ÃÂ°C;66 - Densidade ÃÂ³tica (X-RITE);75 - AdesÃÂ£o ao metal, 100ÃÂ°C;Situação;Dt ProduÃ§Ã£o;Hora Final;Pinholes P;Pinholes M;Pinholes G;ArranhÃÂ£o ;Desvio PadrÃÂ£o D.O. ;Media D.O.;D.O. 1 ;ID;DateTime;B2;B3;B4;B5;B6;B7;B8;B9;B10;B11;B12;B13;B14;B15;B16;B17;B18;B19;B20;B21;B22;B23;B24;B25;B26;B27;B28;B29;B30;B31;DepositEndTime;Time;DepositStartTime;TotalTime;WarmupTime;CoatingTime;FilmInSpec;ChillDown;PumpdownTime;VentingTime;CycleStartTime;FilmProcessed;FilmMetallised;MechOpenTime;Length;Boatlife;FirstProbe;LastProbe;Weight;WebThickness;WebWidth;TargetNumber;UpperLimit;LowerLimit;WebSpeed;WireSpeed;UnwSetTension;RewSetTension;Source ID;Selected (2);Bobina ;Campanha;Hora Inicio;Maquina;Origem;Selected;Selected.1;Fingerprint;RollID;Shift;Operator;Customer;BarCode;Selected (1);Selected (3)
;;;;;;;;;;;;;;;;;Reprovado;19/02/2020 00:00;22/05/2020 21:13;;;;;;;;;19/02/2020 21:20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19/02/2020 21:12;22/05/2020 21:12;19/02/2020 19:28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;Aprovado;20/02/2020 00:00;22/05/2020 08:42;;;;;;;;;20/02/2020 08:50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20/02/2020 08:42;22/05/2020 08:42;20/02/2020 06:58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;Aprovado;20/02/2020 00:00;22/05/2020 11:50;;;;;;;;;20/02/2020 11:56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20/02/2020 11:49;22/05/2020 11:49;20/02/2020 10:17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;Aprovado;20/02/2020 00:00;22/05/2020 14:43;;;;;;;;;20/02/2020 14:51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20/02/2020 14:43;22/05/2020 14:43;20/02/2020 12:59;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;Aprovado;20/02/2020 00:00;22/05/2020 17:35;;;;;;;;;20/02/2020 17:46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20/02/2020 17:34;22/05/2020 17:34;20/02/2020 15:47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;Aprovado;21/02/2020 00:00;22/05/2020 09:32;;;;;;;;;21/02/2020 09:43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21/02/2020 09:31;22/05/2020 09:31;21/02/2020 08:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;Reprovado;21/02/2020 00:00;22/05/2020 12:30;;;;;;;;;21/02/2020 12:40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21/02/2020 12:30;22/05/2020 12:30;21/02/2020 10:46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;Aprovado;21/02/2020 00:00;22/05/2020 15:10;;;;;;;;;21/02/2020 15:19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21/02/2020 15:07;22/05/2020 15:07;21/02/2020 13:23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;Aprovado;21/02/2020 00:00;22/05/2020 05:45;;;;;;;;;21/02/2020 05:51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21/02/2020 05:40;22/05/2020 05:40;21/02/2020 03:50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;Aprovado;22/02/2020 00:00;22/05/2020 08:50;;;;;;;;;22/02/2020 08:59;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22/02/2020 08:51;22/05/2020 08:51;22/02/2020 07:02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;Aprovado;22/02/2020 00:00;22/05/2020 03:58;;;;;;;;;22/02/2020 03:09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22/02/2020 03:00;22/05/2020 03:00;22/02/2020 01:22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;Aprovado;23/02/2020 00:00;22/05/2020 09:38;;;;;;;;;23/02/2020 09:46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23/02/2020 09:37;22/05/2020 09:37;23/02/2020 07:55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;Aprovado;23/02/2020 00:00;22/05/2020 17:38;;;;;;;;;23/02/2020 17:43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23/02/2020 17:41;22/05/2020 17:41;23/02/2020 15:40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;Aprovado;23/02/2020 00:00;22/05/2020 23:57;;;;;;;;;24/02/2020 00:05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23/02/2020 23:57;22/05/2020 23:57;23/02/2020 22:21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;Aprovado;24/02/2020 00:00;22/05/2020 08:00;;;;;;;;;24/02/2020 08:10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24/02/2020 08:01;22/05/2020 08:01;24/02/2020 06:55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;Aprovado;24/02/2020 00:00;22/05/2020 16:30;;;;;;;;;24/02/2020 16:41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24/02/2020 16:28;22/05/2020 16:28;24/02/2020 15:12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;Aprovado;25/02/2020 00:00;22/05/2020 08:18;;;;;;;;;25/02/2020 09:24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25/02/2020 09:16;22/05/2020 09:16;25/02/2020 07:44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;Aprovado;26/02/2020 00:00;22/05/2020 17:53;;;;;;;;;26/02/2020 18:05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26/02/2020 17:53;22/05/2020 17:53;26/02/2020 16:18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;Aprovado;26/02/2020 00:00;22/05/2020 21:40;;;;;;;;;26/02/2020 21:48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26/02/2020 21:41;22/05/2020 21:41;26/02/2020 19:49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;Aprovado;26/02/2020 00:00;22/05/2020 21:40;;;;;;;;;26/02/2020 23:16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26/02/2020 23:07;22/05/2020 23:07;26/02/2020 22:42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;Aprovado;26/02/2020 00:00;22/05/2020 23:59;;;;;;;;;26/02/2020 23:16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26/02/2020 23:07;22/05/2020 23:07;26/02/2020 22:42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;Aprovado;27/02/2020 00:00;22/05/2020 09:18;;;;;;;;;27/02/2020 09:29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27/02/2020 09:20;22/05/2020 09:20;27/02/2020 07:36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;Aprovado;27/02/2020 00:00;22/05/2020 16:48;;;;;;;;;27/02/2020 17:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27/02/2020 16:48;22/05/2020 16:48;27/02/2020 15:17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;Aprovado;28/02/2020 00:00;22/05/2020 07:24;;;;;;;;;28/02/2020 07:34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28/02/2020 07:24;22/05/2020 07:24;28/02/2020 05:40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;Aprovado;28/02/2020 00:00;22/05/2020 23:23;;;;;;;;;28/02/2020 23:32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28/02/2020 23:22;22/05/2020 23:22;28/02/2020 21:49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;Aprovado;28/02/2020 00:00;22/05/2020 02:43;;;;;;;;;28/02/2020 02:14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28/02/2020 02:06;22/05/2020 02:06;28/02/2020 00:16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;Aprovado;28/02/2020 00:00;22/05/2020 05:33;;;;;;;;;28/02/2020 04:54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28/02/2020 04:45;22/05/2020 04:45;28/02/2020 02:55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;Aprovado;29/02/2020 00:00;22/05/2020 08:30;;;;;;;;;29/02/2020 08:37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29/02/2020 08:29;22/05/2020 08:29;29/02/2020 06:45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;Aprovado;29/02/2020 00:00;22/05/2020 11:42;;;;;;;;;29/02/2020 11:52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29/02/2020 11:42;22/05/2020 11:42;29/02/2020 09:58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;Aprovado;29/02/2020 00:00;22/05/2020 03:55;;;;;;;;;29/02/2020 02:51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29/02/2020 02:41;22/05/2020 02:41;29/02/2020 00:50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;Aprovado;04/03/2020 00:00;22/05/2020 09:33;;;;;;;;;04/03/2020 10:09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;04/03/2020 09:58;22/05/2020 09:58;04/03/2020 08:26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;Aprovado;04/03/2020 00:00;22/05/2020 11:50;;;;;;;;;04/03/2020 12:59;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;04/03/2020 12:50;22/05/2020 12:50;04/03/2020 11:06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;Aprovado;04/03/2020 00:00;22/05/2020 15:26;;;;;;;;;04/03/2020 14:10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;04/03/2020 13:58;22/05/2020 13:58;04/03/2020 13:57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;Aprovado;04/03/2020 00:00;22/05/2020 18:23;;;;;;;;;04/03/2020 18:38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;04/03/2020 18:29;22/05/2020 18:29;04/03/2020 16:45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;Aprovado;05/03/2020 00:00;22/05/2020 12:41;;;;;;;;;05/03/2020 13:28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05/03/2020 13:16;22/05/2020 13:16;05/03/2020 11:30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;Aprovado;05/03/2020 00:00;22/05/2020 22:02;;;;;;;;;05/03/2020 22:10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05/03/2020 22:00;22/05/2020 22:00;05/03/2020 20:16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;Aprovado;05/03/2020 00:00;22/05/2020 05:54;;;;;;;;;05/03/2020 04:41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05/03/2020 04:34;22/05/2020 04:34;05/03/2020 02:48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;Aprovado;05/03/2020 00:00;22/05/2020 05:54;;;;;;;;;05/03/2020 07:18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05/03/2020 07:06;22/05/2020 07:06;05/03/2020 05:19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;Aprovado;13/03/2020 00:00;22/05/2020 09:37;;;;;;;;;13/03/2020 09:50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13/03/2020 09:37;22/05/2020 09:37;13/03/2020 08:06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;Aprovado;13/03/2020 00:00;22/05/2020 12:22;;;;;;;;;13/03/2020 12:30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13/03/2020 12:22;22/05/2020 12:22;13/03/2020 10:35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;Aprovado;13/03/2020 00:00;22/05/2020 15:05;;;;;;;;;13/03/2020 15:06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13/03/2020 14:56;22/05/2020 14:56;13/03/2020 13:09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;Aprovado;13/03/2020 00:00;22/05/2020 20:56;;;;;;;;;13/03/2020 21:06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13/03/2020 20:52;22/05/2020 20:52;13/03/2020 19:02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;Aprovado;13/03/2020 00:00;22/05/2020 00:55;;;;;;;;;13/03/2020 00:59;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13/03/2020 00:51;22/05/2020 00:51;03/12/2020 23:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;Aprovado;14/03/2020 00:00;22/05/2020 08:35;;;;;;;;;14/03/2020 08:43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14/03/2020 08:34;22/05/2020 08:34;14/03/2020 07:27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;Aprovado;15/03/2020 00:00;22/05/2020 08:58;;;;;;;;;15/03/2020 09:12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15/03/2020 08:58;22/05/2020 08:58;15/03/2020 07:02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;Aprovado;15/03/2020 00:00;22/05/2020 00:48;;;;;;;;;15/03/2020 01:49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15/03/2020 01:40;22/05/2020 01:40;14/03/2020 23:56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;Aprovado;16/03/2020 00:00;22/05/2020 09:55;;;;;;;;;16/03/2020 10:09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16/03/2020 09:55;22/05/2020 09:55;16/03/2020 07:59;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;Aprovado;16/03/2020 00:00;22/05/2020 01:25;;;;;;;;;16/03/2020 00:56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16/03/2020 00:48;22/05/2020 00:48;15/03/2020 22:43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;Reprovado;17/03/2020 00:00;22/05/2020 11:46;;;;;;;;;17/03/2020 11:59;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17/03/2020 11:46;22/05/2020 11:46;17/03/2020 10:06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;Aprovado;17/03/2020 00:00;22/05/2020 15:50;;;;;;;;;17/03/2020 16:04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17/03/2020 15:52;22/05/2020 15:52;17/03/2020 15:35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;Aprovado;17/03/2020 00:00;22/05/2020 20:38;;;;;;;;;17/03/2020 20:52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17/03/2020 20:38;22/05/2020 20:38;17/03/2020 18:56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;Aprovado;18/03/2020 00:00;22/05/2020 02:54;;;;;;;;;18/03/2020 03:16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18/03/2020 02:53;22/05/2020 02:53;18/03/2020 00:56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;Aprovado;18/03/2020 00:00;22/05/2020 05:51;;;;;;;;;18/03/2020 06:18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18/03/2020 05:51;22/05/2020 05:51;18/03/2020 04:06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;Aprovado;18/03/2020 00:00;22/05/2020 17:36;;;;;;;;;18/03/2020 17:47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18/03/2020 17:29;22/05/2020 17:29;18/03/2020 15:51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;Aprovado;18/03/2020 00:00;22/05/2020 21:18;;;;;;;;;18/03/2020 21:35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18/03/2020 21:18;22/05/2020 21:18;18/03/2020 19:23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;Aprovado;18/03/2020 00:00;22/05/2020 23:58;;;;;;;;;19/03/2020 00:06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18/03/2020 23:58;22/05/2020 23:58;18/03/2020 22:14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;Aprovado;19/03/2020 00:00;22/05/2020 08:50;;;;;;;;;19/03/2020 08:58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19/03/2020 08:49;22/05/2020 08:49;19/03/2020 07:07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;Aprovado;20/03/2020 00:00;22/05/2020 06:35;;;;;;;;;20/03/2020 06:42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20/03/2020 06:34;22/05/2020 06:34;20/03/2020 04:30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;Aprovado;20/03/2020 00:00;22/05/2020 12:22;;;;;;;;;20/03/2020 12:29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20/03/2020 12:21;22/05/2020 12:21;20/03/2020 10:34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;Aprovado;20/03/2020 00:00;22/05/2020 15:03;;;;;;;;;20/03/2020 15:13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20/03/2020 15:03;22/05/2020 15:03;20/03/2020 13:16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;Aprovado;20/03/2020 00:00;22/05/2020 21:30;;;;;;;;;20/03/2020 21:40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20/03/2020 21:29;22/05/2020 21:29;20/03/2020 19:54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;Aprovado;20/03/2020 00:00;22/05/2020 21:30;;;;;;;;;20/03/2020 22:51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20/03/2020 22:42;22/05/2020 22:42;20/03/2020 22:38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;Aprovado;20/03/2020 00:00;22/05/2020 23:50;;;;;;;;;20/03/2020 22:51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20/03/2020 22:42;22/05/2020 22:42;20/03/2020 22:38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;Aprovado;21/03/2020 00:00;22/05/2020 09:17;;;;;;;;;21/03/2020 09:24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21/03/2020 09:16;22/05/2020 09:16;21/03/2020 07:29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;Aprovado;21/03/2020 00:00;22/05/2020 11:45;;;;;;;;;21/03/2020 11:54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21/03/2020 11:45;22/05/2020 11:45;21/03/2020 09:59;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
